date,league,home_team,away_team,home_rank,away_rank,home_form,away_form,home_expected_goals,away_expected_goals,home_goals,away_goals,result,prob_home,prob_draw,prob_away
2017-11-26,EPL,Wolves,ManCity,8,6,0.529,0.665,1.4,0.977,1,0,H,0.429,0.108,0.463
2017-11-28,EPL,ManCity,Chelsea,8,19,0.6,0.9,1.133,1.268,1,1,D,0.159,0.048,0.793
2017-12-03,EPL,Liverpool,CrystalPalace,16,17,0.374,0.302,1.266,0.858,2,0,H,0.414,0.084,0.502
2017-12-04,EPL,Bournemouth,Brentford,11,13,0.26,0.879,1.226,1.071,1,1,D,0.423,0.099,0.478
2017-12-05,EPL,Liverpool,Burnley,3,6,0.786,0.197,1.859,0.596,2,1,H,0.746,0.048,0.206
2017-12-08,EPL,Nottingham,Brentford,15,6,0.384,0.671,1.228,1.034,0,1,A,0.348,0.048,0.604
2017-12-09,EPL,CrystalPalace,Brighton,13,12,0.539,0.568,1.317,0.995,3,3,D,0.367,0.048,0.585
2017-12-09,EPL,Burnley,Nottingham,12,11,0.706,0.112,1.872,0.523,1,1,D,0.747,0.048,0.206
2017-12-09,EPL,Sheffield,ManCity,11,1,0.605,0.344,1.653,0.717,0,1,A,0.626,0.048,0.326
2017-12-09,EPL,ManUnited,WestHam,10,12,0.282,0.518,1.111,1.008,2,0,H,0.317,0.048,0.635
2017-12-09,EPL,Luton,Chelsea,4,15,0.323,0.212,1.39,0.724,2,0,H,0.57,0.048,0.382
2017-12-10,EPL,CrystalPalace,AstonVilla,9,6,0.903,0.181,1.983,0.556,1,0,H,0.743,0.048,0.209
2017-12-10,EPL,Liverpool,ManUnited,15,7,0.417,0.486,1.803,0.606,0,1,A,0.793,0.048,0.16
2017-12-10,EPL,Tottenham,Nottingham,20,1,0.909,0.422,1.691,0.84,1,2,A,0.5,0.085,0.414
2017-12-11,EPL,Tottenham,Nottingham,11,7,0.633,0.515,1.526,0.877,2,0,H,0.512,0.078,0.41
2017-12-11,EPL,CrystalPalace,Newcastle,9,5,0.889,0.248,1.896,0.632,2,0,H,0.722,0.048,0.23
2017-12-13,EPL,Wolves,Brighton,6,10,0.822,0.769,1.678,0.953,2,3,A,0.54,0.061,0.399
2017-12-14,EPL,Liverpool,Wolves,10,16,0.258,0.612,1.17,0.999,0,1,A,0.401,0.064,0.534
2017-12-15,EPL,Arsenal,Fulham,16,9,0.072,0.419,1.112,0.888,1,0,H,0.421,0.095,0.484
2017-12-15,EPL,Tottenham,AstonVilla,11,7,0.815,0.458,1.537,0.916,2,2,D,0.419,0.093,0.488
2017-12-15,EPL,Brighton,Sheffield,5,13,0.817,0.202,1.348,0.935,0,0,D,0.272,0.048,0.681
2017-12-15,EPL,Luton,Fulham,12,10,0.805,0.548,1.16,1.189,0,1,A,0.17,0.048,0.783
2017-12-16,EPL,Luton,Tottenham,13,8,0.424,0.763,1.273,1.057,1,0,H,0.378,0.048,0.574
2017-12-17,EPL,Sheffield,Brentford,6,12,0.106,0.47,1.221,0.851,0,1,A,0.486,0.094,0.42
2017-12-18,EPL,Nottingham,WestHam,3,9,0.674,0.608,1.579,0.896,1,0,H,0.553,0.053,0.394
2017-12-18,EPL,Bournemouth,Everton,6,5,0.227,0.355,1.274,0.818,0,2,A,0.481,0.097,0.422
2017-12-18,EPL,Chelsea,Brighton,4,10,0.711,0.523,1.647,0.833,3,0,H,0.619,0.048,0.333
2017-12-18,EPL,Chelsea,Newcastle,9,16,0.813,0.393,1.588,0.857,1,3,A,0.439,0.123,0.438
2017-12-19,EPL,Everton,Arsenal,15,10,0.829,0.683,1.567,0.993,1,0,H,0.424,0.101,0.475
2017-12-20,EPL,ManCity,Brentford,13,7,0.426,0.625,1.612,0.787,1,1,D,0.745,0.048,0.208
2017-12-20,EPL,Fulham,ManCity,7,6,0.632,0.48,1.397,0.944,1,1,D,0.385,0.048,0.568
2017-12-20,EPL,Wolves,ManCity,7,8,0.595,0.714,1.536,0.935,2,0,H,0.545,0.058,0.397
2017-12-21,EPL,Sheffield,WestHam,15,7,0.772,0.838,1.653,0.978,2,1,H,0.564,0.048,0.388
2017-12-27,EPL,Fulham,Liverpool,6,6,0.858,0.832,1.45,1.138,2,0,H,0.332,0.048,0.621
2017-12-27,EPL,CrystalPalace,ManUnited,11,1,0.484,0.892,1.487,0.995,1,1,D,0.57,0.048,0.382
2017-12-27,EPL,Arsenal,Nottingham,5,8,0.479,0.651,1.32,1.004,2,3,A,0.398,0.06,0.542
2017-12-27,EPL,Arsenal,Bournemouth,8,3,0.708,0.631,1.695,0.844,1,2,A,0.591,0.048,0.362
2017-12-30,EPL,ManCity,AstonVilla,10,12,0.699,0.735,1.416,1.06,1,3,A,0.363,0.048,0.59
2017-12-31,EPL,ManUnited,Liverpool,17,16,0.099,0.422,1.182,0.854,1,1,D,0.461,0.109,0.43
2018-01-01,EPL,ManCity,Luton,7,12,0.825,0.503,1.563,0.922,1,2,A,0.423,0.098,0.479
2018-01-03,EPL,Fulham,Sheffield,8,14,0.31,0.612,1.334,0.914,0,2,A,0.502,0.084,0.414
2018-01-04,EPL,Bournemouth,Brighton,5,2,0.454,0.247,1.531,0.698,4,1,H,0.634,0.048,0.318
2018-01-04,EPL,Fulham,Wolves,10,6,0.583,0.425,1.572,0.792,1,1,D,0.582,0.048,0.37
2018-01-04,EPL,ManUnited,Brentford,4,20,0.629,0.446,1.567,0.821,2,0,H,0.567,0.048,0.386
2018-01-04,EPL,Tottenham,Newcastle,2,9,0.347,0.899,1.533,0.916,4,1,H,0.684,0.048,0.268
2018-01-07,EPL,WestHam,Chelsea,4,20,0.896,0.518,1.555,0.959,4,1,H,0.4,0.063,0.537
2018-01-07,EPL,CrystalPalace,Sheffield,12,1,0.447,0.43,1.345,0.887,0,1,A,0.428,0.106,0.466
2018-01-08,EPL,Wolves,Burnley,11,5,0.324,0.517,1.165,0.989,0,2,A,0.36,0.048,0.592
2018-01-08,EPL,Bournemouth,Sheffield,7,11,0.491,0.641,1.215,1.071,2,2,D,0.302,0.048,0.65
2018-01-08,EPL,CrystalPalace,Nottingham,10,13,0.201,0.619,0.979,1.101,0,2,A,0.28,0.048,0.672
2018-01-08,EPL,Sheffield,Tottenham,5,10,0.273,0.779,1.369,0.944,1,3,A,0.603,0.048,0.35
2018-01-10,EPL,Brentford,ManUnited,11,20,0.342,0.501,1.038,1.07,4,0,H,0.247,0.048,0.705
2018-01-11,EPL,WestHam,Arsenal,15,4,0.822,0.467,1.589,0.889,1,1,D,0.437,0.121,0.441
2018-01-11,EPL,WestHam,Everton,8,8,0.189,0.436,1.079,0.96,0,0,D,0.344,0.048,0.608
2018-01-11,EPL,Brentford,Chelsea,7,17,0.624,0.399,1.559,0.806,0,0,D,0.559,0.049,0.391
2018-01-12,EPL,AstonVilla,Burnley,16,13,0.418,0.522,1.545,0.785,4,2,H,0.673,0.048,0.28
2018-01-12,EPL,Sheffield,ManCity,20,7,0.653,0.509,1.587,0.843,3,0,H,0.549,0.056,0.395
2018-01-13,EPL,Arsenal,Sheffield,10,4,0.258,0.7,1.217,1.004,3,0,H,0.419,0.093,0.488
2018-01-14,EPL,Brighton,Nottingham,6,13,0.372,0.654,1.218,1.029,5,1,H,0.389,0.048,0.563
2018-01-14,EPL,Sheffield,Everton,14,5,0.649,0.474,1.658,0.782,2,2,D,0.604,0.048,0.349
2018-01-14,EPL,Luton,Bournemouth,4,9,0.304,0.384,1.229,0.887,1,1,D,0.404,0.069,0.528
2018-01-15,EPL,Wolves,Liverpool,1,9,0.533,0.316,1.514,0.766,0,0,D,0.565,0.048,0.387
2018-01-17,EPL,Everton,Brighton,18,10,0.478,0.864,1.675,0.862,0,2,A,0.697,0.048,0.255
2018-01-17,EPL,Tottenham,Luton,9,6,0.936,0.592,1.631,0.956,3,3,D,0.425,0.101,0.474
2018-01-17,EPL,Luton,ManUnited,12,13,0.738,0.158,1.201,0.981,1,0,H,0.215,0.048,0.738
2018-01-19,EPL,Luton,Bournemouth,9,1,0.208,0.539,1.316,0.857,1,0,H,0.564,0.048,0.389
2018-01-19,EPL,AstonVilla,Liverpool,8,9,0.818,0.442,1.37,1.017,0,1,A,0.266,0.048,0.687
2018-01-20,EPL,Brentford,Arsenal,3,13,0.277,0.826,1.149,1.105,0,1,A,0.377,0.048,0.576
2018-01-21,EPL,Nottingham,Bournemouth,5,15,0.303,0.221,1.144,0.876,0,0,D,0.329,0.048,0.623
2018-01-23,EPL,Liverpool,Brentford,9,5,0.845,0.114,1.459,0.84,1,0,H,0.39,0.048,0.563
2018-01-23,EPL,Liverpool,Everton,13,1,0.412,0.547,1.434,0.864,1,1,D,0.551,0.054,0.395
2018-01-24,EPL,Everton,AstonVilla,12,11,0.524,0.465,1.446,0.866,2,0,H,0.482,0.096,0.421
2018-01-25,EPL,Burnley,Newcastle,10,20,0.364,0.41,1.251,0.907,2,0,H,0.412,0.082,0.505
2018-01-26,EPL,Newcastle,Everton,7,4,0.511,0.476,1.438,0.871,2,0,H,0.474,0.101,0.425
2018-01-26,EPL,Liverpool,Arsenal,9,9,0.76,0.815,1.396,1.128,0,2,A,0.337,0.048,0.616
2018-01-27,EPL,Everton,Tottenham,12,3,0.701,0.597,1.146,1.177,1,2,A,0.206,0.048,0.747
2018-01-27,EPL,Bournemouth,Chelsea,7,8,0.075,0.291,1.176,0.797,3,0,H,0.472,0.103,0.425
2018-01-28,EPL,Arsenal,WestHam,8,20,0.161,0.52,1.572,0.669,3,1,H,0.739,0.048,0.213
2018-01-28,EPL,Chelsea,Newcastle,13,13,0.135,0.691,1.101,1.027,0,0,D,0.397,0.059,0.544
2018-01-28,EPL,Sheffield,Arsenal,12,13,0.472,0.442,1.488,0.81,1,1,D,0.58,0.048,0.373
2018-01-28,EPL,AstonVilla,Newcastle,1,2,0.27,0.969,1.251,1.095,2,2,D,0.432,0.112,0.456
2018-01-28,EPL,ManUnited,Nottingham,10,5,0.626,0.656,1.706,0.816,0,0,D,0.721,0.048,0.232
2018-01-29,EPL,Burnley,Newcastle,7,11,0.668,0.697,1.577,0.93,2,0,H,0.519,0.074,0.407
2018-01-30,EPL,WestHam,ManUnited,5,8,0.394,0.264,1.569,0.658,0,0,D,0.745,0.048,0.207
2018-01-30,EPL,Sheffield,ManUnited,16,20,0.519,0.893,1.269,1.148,1,1,D,0.353,0.048,0.6
2018-01-31,EPL,Nottingham,Chelsea,12,18,0.074,0.525,0.827,1.112,2,0,H,0.158,0.048,0.795
2018-01-31,EPL,ManCity,Brentford,6,8,0.057,0.914,1.049,1.12,3,2,H,0.399,0.061,0.541
2018-01-31,EPL,Everton,ManCity,8,11,0.638,0.48,1.46,0.906,2,2,D,0.428,0.106,0.466
2018-02-01,EPL,Sheffield,WestHam,10,8,0.664,0.436,1.541,0.848,3,1,H,0.483,0.096,0.421
2018-02-02,EPL,Fulham,Newcastle,11,10,0.46,0.364,1.054,1.05,0,0,D,0.212,0.048,0.741
2018-02-02,EPL,ManCity,Newcastle,8,10,0.214,0.334,1.347,0.758,1,0,H,0.611,0.048,0.341
2018-02-02,EPL,Luton,Brighton,6,11,0.59,0.307,1.702,0.665,3,0,H,0.652,0.048,0.301
2018-02-04,EPL,ManUnited,Everton,5,12,0.428,0.195,1.449,0.719,4,0,H,0.554,0.052,0.393
2018-02-04,EPL,Nottingham,AstonVilla,10,18,0.495,0.228,1.234,0.895,1,2,A,0.343,0.048,0.609
2018-02-05,EPL,ManUnited,Wolves,20,10,0.83,0.159,1.737,0.675,2,0,H,0.618,0.048,0.335
2018-02-06,EPL,Fulham,Chelsea,8,8,0.616,0.574,1.518,0.899,1,1,D,0.493,0.09,0.417
2018-02-07,EPL,Newcastle,Burnley,16,7,0.704,0.486,1.518,0.898,0,2,A,0.436,0.119,0.445
2018-02-08,EPL,Bournemouth,Wolves,11,12,0.826,0.144,1.856,0.592,3,0,H,0.714,0.048,0.238
2018-02-09,EPL,Burnley,Sheffield,10,5,0.707,0.626,1.432,1.009,0,0,D,0.382,0.048,0.571
2018-02-10,EPL,Newcastle,Brentford,2,6,0.879,0.915,1.838,0.932,2,0,H,0.686,0.048,0.266
2018-02-11,EPL,Chelsea,Newcastle,1,10,0.189,0.539,1.18,0.937,2,3,A,0.419,0.093,0.488
2018-02-11,EPL,Wolves,Liverpool,15,7,0.452,0.268,1.325,0.837,2,0,H,0.422,0.096,0.482
2018-02-12,EPL,Luton,Brentford,3,11,0.517,0.491,1.426,0.886,2,0,H,0.459,0.111,0.431
2018-02-12,EPL,ManCity,AstonVilla,1,9,0.51,0.773,1.269,1.096,2,0,H,0.376,0.048,0.576
2018-02-12,EPL,Sheffield,Everton,6,8,0.474,0.601,1.533,0.846,1,0,H,0.604,0.048,0.348
2018-02-13,EPL,CrystalPalace,Fulham,16,15,0.385,0.614,1.598,0.775,5,1,H,0.712,0.048,0.24
2018-02-13,EPL,Bournemouth,Luton,13,14,0.856,0.219,1.633,0.775,0,0,D,0.465,0.107,0.428
2018-02-13,EPL,Nottingham,ManCity,15,20,0.26,0.095,1.592,0.524,2,0,H,0.801,0.048,0.151
2018-02-14,EPL,ManCity,Chelsea,3,11,0.841,0.357,1.894,0.659,2,0,H,0.745,0.048,0.208
2018-02-14,EPL,Bournemouth,ManCity,15,6,0.282,0.18,1.453,0.655,1,0,H,0.632,0.048,0.32
2018-02-15,EPL,Luton,CrystalPalace,16,9,0.81,0.595,1.308,1.115,1,2,A,0.248,0.048,0.705
2018-02-15,EPL,Burnley,Arsenal,19,11,0.662,0.43,1.351,0.965,1,0,H,0.361,0.048,0.591
2018-02-17,EPL,Brentford,Wolves,13,13,0.107,0.667,1.104,1.005,1,0,H,0.413,0.083,0.505
2018-02-17,EPL,Newcastle,Wolves,5,1,0.62,0.547,1.512,0.893,0,0,D,0.486,0.094,0.42
2018-02-18,EPL,Fulham,Arsenal,12,8,0.288,0.491,1.488,0.759,1,0,H,0.683,0.048,0.269
2018-02-18,EPL,CrystalPalace,ManUnited,9,1,0.277,0.789,1.367,0.951,2,1,H,0.589,0.048,0.364
2018-02-21,EPL,Tottenham,ManUnited,5,6,0.469,0.914,1.276,1.132,2,0,H,0.369,0.048,0.584
2018-02-21,EPL,ManCity,Nottingham,11,6,0.364,0.642,1.512,0.834,0,1,A,0.661,0.048,0.292
2018-02-22,EPL,Bournemouth,Chelsea,15,15,0.296,0.704,1.467,0.861,1,2,A,0.657,0.048,0.295
2018-02-22,EPL,Tottenham,Fulham,4,11,0.7,0.416,1.58,0.828,2,1,H,0.525,0.07,0.405
2018-02-22,EPL,ManCity,Everton,4,10,0.443,0.425,1.702,0.657,0,2,A,0.729,0.048,0.223
2018-02-23,EPL,ManCity,Nottingham,11,11,0.407,0.775,1.475,0.927,3,1,H,0.577,0.048,0.375
2018-02-24,EPL,WestHam,Brighton,6,19,0.122,0.596,0.873,1.13,1,4,A,0.208,0.048,0.744
2018-02-25,EPL,Fulham,Tottenham,10,4,0.428,0.34,1.377,0.823,1,0,H,0.466,0.106,0.428
2018-02-25,EPL,Wolves,Burnley,1,6,0.498,0.673,1.587,0.849,3,1,H,0.665,0.048,0.288
2018-02-26,EPL,Tottenham,CrystalPalace,20,8,0.987,0.437,1.521,0.984,2,0,H,0.318,0.048,0.634
2018-02-28,EPL,Fulham,Wolves,7,12,0.683,0.625,1.528,0.939,0,1,A,0.462,0.109,0.429
2018-02-28,EPL,ManUnited,Nottingham,20,1,0.638,0.107,1.397,0.798,0,1,A,0.394,0.053,0.553
2018-02-28,EPL,Bournemouth,Fulham,5,17,0.153,0.987,1.376,0.977,5,3,H,0.661,0.048,0.292
2018-03-01,EPL,Wolves,Bournemouth,14,4,0.454,0.186,1.581,0.642,3,0,H,0.664,0.048,0.288
2018-03-01,EPL,ManCity,Tottenham,6,20,0.826,0.692,1.682,0.922,1,0,H,0.566,0.048,0.387
2018-03-01,EPL,Wolves,ManUnited,7,3,0.854,0.143,1.659,0.727,3,2,H,0.503,0.084,0.413
2018-03-02,EPL,AstonVilla,Burnley,8,2,0.369,0.469,1.403,0.836,1,1,D,0.509,0.08,0.411
2018-03-03,EPL,Liverpool,ManUnited,8,14,0.685,0.425,1.642,0.787,2,3,A,0.606,0.048,0.346
2018-03-03,EPL,Sheffield,Luton,6,17,0.744,0.251,1.74,0.677,2,0,H,0.635,0.048,0.317
2018-03-04,EPL,Brighton,ManUnited,1,12,0.5,0.277,1.13,0.982,5,0,H,0.27,0.048,0.683
2018-03-05,EPL,Brentford,AstonVilla,20,14,0.259,0.295,1.23,0.834,1,2,A,0.427,0.104,0.469
2018-03-06,EPL,Wolves,Luton,2,8,0.785,0.273,1.767,0.684,2,0,H,0.629,0.048,0.323
2018-03-06,EPL,Newcastle,Nottingham,10,5,0.463,0.202,1.331,0.81,0,0,D,0.417,0.089,0.494
2018-03-07,EPL,Liverpool,Tottenham,9,10,0.638,0.781,1.484,1.012,0,3,A,0.439,0.123,0.438
2018-03-07,EPL,ManUnited,Sheffield,7,14,0.476,0.422,1.587,0.741,1,0,H,0.641,0.048,0.312
2018-03-07,EPL,Tottenham,AstonVilla,16,7,0.749,0.594,1.679,0.855,0,0,D,0.598,0.048,0.354
2018-03-07,EPL,Tottenham,Newcastle,13,6,0.703,0.153,1.539,0.75,1,1,D,0.459,0.11,0.43
2018-03-09,EPL,Brighton,Newcastle,11,7,0.299,0.713,1.129,1.081,0,1,A,0.347,0.048,0.605
2018-03-09,EPL,Sheffield,ManUnited,9,14,0.362,0.766,1.375,0.969,1,1,D,0.508,0.081,0.411
2018-03-09,EPL,CrystalPalace,Burnley,9,6,0.542,0.614,1.811,0.7,3,0,H,0.869,0.048,0.084
2018-03-09,EPL,Arsenal,ManUnited,13,12,0.532,0.355,1.206,0.978,1,3,A,0.288,0.048,0.665
2018-03-10,EPL,Bournemouth,Nottingham,12,16,0.727,0.558,1.594,0.886,2,1,H,0.518,0.074,0.407
2018-03-11,EPL,WestHam,Bournemouth,6,8,0.665,0.817,1.605,0.959,0,1,A,0.566,0.048,0.386
2018-03-12,EPL,Brentford,Wolves,1,6,0.702,0.421,1.722,0.74,1,0,H,0.678,0.048,0.275
2018-03-12,EPL,Brentford,Chelsea,4,5,0.764,0.419,1.524,0.889,3,1,H,0.421,0.095,0.484
2018-03-12,EPL,Nottingham,Newcastle,9,13,0.648,0.969,1.839,0.865,0,1,A,0.694,0.048,0.258
2018-03-13,EPL,Liverpool,Tottenham,1,15,0.452,0.495,1.616,0.742,1,0,H,0.689,0.048,0.264
2018-03-13,EPL,ManCity,Luton,8,15,0.675,0.257,1.645,0.714,1,0,H,0.62,0.048,0.332
2018-03-13,EPL,CrystalPalace,Liverpool,12,12,0.581,0.36,1.253,0.968,0,1,A,0.251,0.048,0.702
2018-03-13,EPL,Arsenal,AstonVilla,10,15,0.377,0.485,1.33,0.892,2,1,H,0.444,0.12,0.437
2018-03-16,EPL,Nottingham,Sheffield,8,12,0.614,0.567,1.973,0.606,1,1,D,0.744,0.048,0.209
2018-03-17,EPL,Arsenal,AstonVilla,1,11,0.341,0.587,1.494,0.815,2,0,H,0.622,0.048,0.33
2018-03-17,EPL,WestHam,Brentford,13,14,0.59,0.707,1.477,0.968,0,0,D,0.463,0.108,0.429
2018-03-18,EPL,Tottenham,ManCity,13,9,0.173,0.845,1.18,1.053,2,0,H,0.427,0.104,0.469
2018-03-18,EPL,Fulham,Newcastle,11,11,0.766,0.39,1.638,0.806,1,0,H,0.566,0.048,0.386
2018-03-21,EPL,AstonVilla,WestHam,11,10,0.733,0.408,1.867,0.655,6,1,H,0.795,0.048,0.157
2018-03-22,EPL,Chelsea,Arsenal,11,10,0.313,0.476,1.177,0.961,0,1,A,0.383,0.048,0.569
2018-03-22,EPL,Liverpool,Bournemouth,13,1,0.632,0.103,1.204,0.916,3,0,H,0.282,0.048,0.67
2018-03-23,EPL,Burnley,Liverpool,15,5,0.395,0.312,1.083,0.986,1,0,H,0.257,0.048,0.695
2018-03-23,EPL,Brighton,Sheffield,5,20,0.337,0.671,1.435,0.884,0,1,A,0.591,0.048,0.361
2018-03-23,EPL,Nottingham,Burnley,11,10,0.406,0.503,1.293,0.934,3,0,H,0.407,0.074,0.519
2018-03-24,EPL,Arsenal,Everton,11,7,0.46,0.79,1.635,0.851,1,1,D,0.636,0.048,0.317
2018-03-24,EPL,Sheffield,Wolves,14,8,0.56,0.512,1.718,0.725,1,1,D,0.729,0.048,0.223
2018-03-25,EPL,Arsenal,Everton,7,7,0.345,0.123,1.183,0.829,0,0,D,0.374,0.048,0.578
2018-03-25,EPL,Everton,Brighton,9,18,0.466,0.645,1.644,0.79,1,1,D,0.718,0.048,0.234
2018-03-25,EPL,Bournemouth,Fulham,7,17,0.477,0.164,1.427,0.739,3,0,H,0.505,0.083,0.413
2018-03-26,EPL,Fulham,Nottingham,10,14,0.513,0.585,1.329,0.984,1,1,D,0.403,0.067,0.531
2018-03-27,EPL,Bournemouth,Brighton,9,11,0.791,0.554,1.661,0.867,0,0,D,0.561,0.048,0.391
2018-03-28,EPL,Fulham,Wolves,5,12,0.65,0.605,1.439,0.975,1,0,H,0.415,0.086,0.5
2018-03-29,EPL,Tottenham,Fulham,13,8,0.495,0.497,1.372,0.914,2,1,H,0.425,0.102,0.474
2018-03-29,EPL,Luton,Everton,8,8,0.235,0.024,1.522,0.531,2,0,H,0.763,0.048,0.19
2018-03-29,EPL,AstonVilla,Nottingham,17,15,0.565,0.62,1.202,1.098,1,0,H,0.292,0.048,0.661
2018-03-30,EPL,Tottenham,Liverpool,13,5,0.54,0.169,1.306,0.843,1,0,H,0.388,0.048,0.564
2018-03-30,EPL,ManUnited,Nottingham,14,5,0.31,0.197,1.315,0.761,2,1,H,0.47,0.104,0.426
2018-03-30,EPL,Everton,Chelsea,20,12,0.423,0.298,1.659,0.625,3,2,H,0.693,0.048,0.259
2018-03-30,EPL,Bournemouth,Fulham,6,18,0.774,0.389,1.563,0.856,3,1,H,0.438,0.122,0.44
2018-03-31,EPL,Fulham,Luton,11,13,0.72,0.902,1.436,1.122,1,1,D,0.383,0.048,0.569
2018-04-02,EPL,Fulham,Burnley,19,11,0.457,0.248,1.405,0.779,2,1,H,0.471,0.103,0.426
2018-04-02,EPL,Brentford,Tottenham,12,2,0.156,0.216,1.286,0.727,2,2,D,0.546,0.057,0.397
2018-04-03,EPL,Liverpool,Arsenal,7,15,0.215,0.768,1.048,1.122,1,0,H,0.331,0.048,0.622
2018-04-04,EPL,Brighton,Bournemouth,13,10,0.378,0.92,1.345,1.057,0,2,A,0.461,0.109,0.43
2018-04-05,EPL,Tottenham,Liverpool,8,20,0.671,0.383,1.607,0.787,3,1,H,0.57,0.048,0.382
2018-04-07,EPL,Brighton,CrystalPalace,17,10,0.108,0.484,1.408,0.739,2,0,H,0.655,0.048,0.297
2018-04-07,EPL,Liverpool,Brighton,7,11,0.792,0.415,1.703,0.785,5,1,H,0.62,0.048,0.333
2018-04-07,EPL,Burnley,AstonVilla,9,1,0.924,0.578,1.575,0.982,1,1,D,0.4,0.063,0.538
2018-04-08,EPL,Newcastle,Fulham,15,10,0.382,0.593,1.054,1.112,0,0,D,0.184,0.048,0.768
2018-04-08,EPL,Chelsea,WestHam,7,20,0.614,0.264,1.362,0.873,3,1,H,0.403,0.067,0.53
2018-04-10,EPL,ManUnited,Sheffield,5,12,0.331,0.577,1.257,0.957,2,3,A,0.417,0.089,0.495
2018-04-13,EPL,Sheffield,Liverpool,4,12,0.404,0.5,1.22,0.978,0,0,D,0.363,0.048,0.59
2018-04-15,EPL,Brentford,Fulham,15,15,0.402,0.331,1.249,0.891,1,1,D,0.384,0.048,0.569
2018-04-15,EPL,Newcastle,Everton,11,8,0.639,0.495,1.588,0.831,2,1,H,0.561,0.048,0.391
2018-04-15,EPL,Luton,ManCity,9,14,0.296,0.412,0.894,1.109,1,0,H,0.116,0.048,0.836
2018-04-15,EPL,ManUnited,WestHam,15,16,0.591,0.053,1.486,0.702,4,0,H,0.477,0.1,0.424
2018-04-17,EPL,Everton,Burnley,11,13,0.369,0.731,1.434,0.921,1,1,D,0.565,0.048,0.388
2018-04-18,EPL,Brighton,Chelsea,11,6,0.581,0.292,1.608,0.716,0,0,D,0.619,0.048,0.334
2018-04-18,EPL,Sheffield,Arsenal,1,9,0.622,0.255,1.497,0.787,1,0,H,0.469,0.104,0.427
2018-04-18,EPL,Burnley,ManUnited,1,12,0.642,0.74,1.425,1.034,2,0,H,0.403,0.068,0.529
2018-04-19,EPL,ManCity,WestHam,17,17,0.192,0.522,1.228,0.9,3,0,H,0.452,0.115,0.433
2018-04-19,EPL,Tottenham,Newcastle,1,10,0.192,0.688,1.598,0.732,3,2,H,0.875,0.048,0.077
2018-04-20,EPL,CrystalPalace,Nottingham,9,8,0.758,0.488,1.568,0.887,2,0,H,0.46,0.11,0.43
2018-04-20,EPL,Fulham,Chelsea,10,8,0.546,0.273,1.344,0.862,0,1,A,0.396,0.057,0.547
2018-04-21,EPL,Luton,Burnley,4,7,0.593,0.331,1.351,0.899,0,1,A,0.388,0.048,0.564
2018-04-21,EPL,CrystalPalace,Tottenham,13,16,0.6,0.696,1.543,0.925,3,1,H,0.55,0.055,0.395
2018-04-22,EPL,Luton,Wolves,11,10,0.598,0.512,1.549,0.848,1,0,H,0.546,0.058,0.397
2018-04-23,EPL,WestHam,ManCity,17,5,0.106,0.201,0.998,0.886,1,0,H,0.323,0.048,0.629
2018-04-24,EPL,Newcastle,Bournemouth,16,17,0.696,0.567,1.77,0.766,2,1,H,0.653,0.048,0.299
2018-04-25,EPL,ManCity,Burnley,13,12,0.642,0.661,1.654,0.857,0,0,D,0.629,0.048,0.323
2018-04-25,EPL,Fulham,Chelsea,7,12,0.413,0.52,1.153,1.032,2,2,D,0.316,0.048,0.637
2018-04-26,EPL,Wolves,Tottenham,5,15,0.082,0.568,1.394,0.771,0,1,A,0.67,0.048,0.283
2018-04-27,EPL,Newcastle,Tottenham,15,17,0.663,0.544,1.871,0.68,1,4,A,0.732,0.048,0.221
2018-04-27,EPL,ManCity,Wolves,2,10,0.06,0.549,1.35,0.784,2,0,H,0.638,0.048,0.315
2018-04-27,EPL,Everton,Chelsea,16,8,0.517,0.455,1.611,0.754,1,0,H,0.694,0.048,0.259
2018-04-27,EPL,ManCity,Nottingham,5,9,0.619,0.184,1.668,0.649,3,0,H,0.645,0.048,0.308
2018-04-29,EPL,Burnley,Fulham,11,14,0.397,0.354,1.617,0.664,1,1,D,0.757,0.048,0.196
2018-04-29,EPL,Bournemouth,Luton,11,8,0.366,0.721,1.552,0.841,2,1,H,0.664,0.048,0.289
2018-04-30,EPL,Brighton,Nottingham,9,6,0.412,0.596,1.378,0.919,1,0,H,0.479,0.099,0.423
2018-05-01,EPL,ManUnited,ManCity,17,12,0.891,0.817,1.778,0.936,3,2,H,0.588,0.048,0.365
2018-05-01,EPL,Fulham,Sheffield,11,13,0.433,0.757,1.573,0.867,2,0,H,0.638,0.048,0.315
2018-05-01,EPL,Everton,Newcastle,13,15,0.419,0.649,1.104,1.117,2,0,H,0.303,0.048,0.65
2018-05-02,EPL,AstonVilla,Luton,5,1,0.751,0.112,1.446,0.811,1,0,H,0.402,0.066,0.532
2018-05-03,EPL,AstonVilla,Tottenham,12,14,0.587,0.609,1.554,0.879,2,2,D,0.585,0.048,0.368
2018-05-04,EPL,Burnley,Liverpool,10,14,0.389,0.139,1.422,0.699,1,1,D,0.495,0.088,0.416
2018-05-05,EPL,Brighton,Chelsea,7,16,0.655,0.495,1.583,0.841,1,1,D,0.544,0.059,0.397
2018-05-06,EPL,Brighton,Tottenham,14,8,0.137,0.726,1.248,0.948,0,1,A,0.521,0.072,0.406
2018-05-07,EPL,Luton,Chelsea,17,16,0.945,0.284,1.483,0.931,2,1,H,0.301,0.048,0.651
